Driver,Event,PredictedCategory,TrueCategory,Bad at both_probability,Good at both_probability,Good in corners_probability,Good in straights_probability
RUS,Azerbaijan Grand Prix,Good in straights,Good in straights,9.704773701257538e-05,0.0033039267993901617,0.0005972436244460589,0.9960017818391512
SAI,Azerbaijan Grand Prix,Good at both,Good at both,0.00015715477141006487,0.9303304954854279,0.06806870372994848,0.0014436460132133842
STR,Azerbaijan Grand Prix,Bad at both,Bad at both,0.8037889632613996,0.019576270220258846,0.11899108213925035,0.05764368437909148
COL,Azerbaijan Grand Prix,Good in corners,Good in corners,0.0059668747224810225,4.365601852470506e-06,0.9940272929064471,1.4667692193866054e-06
VER,Azerbaijan Grand Prix,Good in straights,Good in straights,5.87098785673095e-09,8.982467495351247e-09,2.979112287077371e-09,0.9999999821674324
RUS,Azerbaijan Grand Prix,Good in straights,Good in straights,0.02457199899825583,0.0008116486777449369,0.0004155115380481004,0.974200840785951
LEC,Azerbaijan Grand Prix,Good at both,Good at both,0.007443718904833556,0.9302918407806583,0.029914426131709835,0.03235001418279824
SAI,Azerbaijan Grand Prix,Good in straights,Good in straights,0.0012770197642308955,0.01945682906879515,0.0008594668987168104,0.9784066842682566
LAW,Azerbaijan Grand Prix,Good in corners,Good in corners,1.9672767306954727e-10,3.5277692480329536e-10,0.9999998052735305,1.9417696496948917e-07
HAD,Azerbaijan Grand Prix,Good in corners,Good in corners,0.001904183624584647,0.09437821811818499,0.9017389565493703,0.0019786417078600806
LEC,Azerbaijan Grand Prix,Good in corners,Good in corners,1.8723643461780895e-05,0.001879950285483631,0.9979381284231091,0.00016319764794517908
HAD,Azerbaijan Grand Prix,Good in corners,Bad at both,0.44004142676311686,0.00043134418532717755,0.5590807504412941,0.0004464786102619894
OCO,Azerbaijan Grand Prix,Good in straights,Bad at both,0.4361266033043929,0.0005890865242983805,0.0010730907737729956,0.5622112193975357
VER,Azerbaijan Grand Prix,Good in corners,Good in corners,0.289092363100791,4.36044830354043e-05,0.7105455465324209,0.00031848588375285803
STR,Azerbaijan Grand Prix,Good in straights,Good in straights,0.04986619936012052,0.009393948828014628,0.0024172881750857255,0.9383225636367795
VER,Azerbaijan Grand Prix,Good in corners,Good in corners,9.388922866970952e-06,0.003564608974961577,0.9963421507812551,8.38513209161191e-05
TSU,Azerbaijan Grand Prix,Good in corners,Good in corners,0.17221193975176013,0.027469439703832713,0.779229228259708,0.0210893922846994
VER,Azerbaijan Grand Prix,Bad at both,Bad at both,0.7850308003156797,0.0003574693547072162,0.2145534990514305,5.8231278182591585e-05
VER,Azerbaijan Grand Prix,Good at both,Good at both,1.1882855118553809e-06,0.9984669787658407,0.0012811732245054878,0.00025065972414190933
BOR,Azerbaijan Grand Prix,Good at both,Good at both,0.00016524440754681096,0.6647426632265083,0.3346502432220604,0.00044184914388453847
COL,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9441438469108242,2.0353956030330693e-05,0.055831758855760326,4.040277385139329e-06
RUS,Azerbaijan Grand Prix,Good at both,Good at both,0.005283414725541891,0.5314964070040817,0.004957257326547641,0.45826292094382876
STR,Azerbaijan Grand Prix,Good at both,Good at both,0.01412383562954333,0.9080967522376407,0.01636188127653704,0.061417530856278595
RUS,Azerbaijan Grand Prix,Good at both,Good at both,2.618777701555159e-09,0.9999320109811706,1.323241069906316e-05,5.475398935237541e-05
HUL,Azerbaijan Grand Prix,Good in corners,Good in corners,0.026975858247552376,0.00013258491400809202,0.9728741396900364,1.7417148403295145e-05
RUS,Azerbaijan Grand Prix,Good in straights,Good in straights,0.00026870788566891454,0.0023460553906262294,0.00028672288171993995,0.997098513841985
HAM,Azerbaijan Grand Prix,Good at both,Good at both,1.9047881931247122e-10,0.9999777761939938,5.452786584106587e-06,1.6770828943333697e-05
VER,Azerbaijan Grand Prix,Good in corners,Good in corners,0.1946778754857666,0.00028459640671699496,0.8047324363439179,0.0003050917635986482
GAS,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9968307178131424,4.4788910852146155e-05,1.3826069917273171e-05,0.003110667206088225
COL,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9358784921905356,0.002251098267633235,0.023707804985738472,0.038162604556092244
COL,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9968927691497304,4.635352009029826e-05,0.0029923108844460175,6.85664457335013e-05
HUL,Azerbaijan Grand Prix,Good in corners,Good in corners,0.003455993123252525,0.007260204784570169,0.9887138664264217,0.0005699356657554689
TSU,Azerbaijan Grand Prix,Good at both,Good at both,0.0013647156530742436,0.9937128436646487,0.002555974384015636,0.0023664662982615303
BOR,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9999429629109837,3.4452244123263095e-08,5.1651030585681606e-08,5.695098574156371e-05
TSU,Azerbaijan Grand Prix,Good at both,Good at both,0.004753731402440128,0.9417558204000008,0.040911491914742026,0.012578956282817166
LAW,Azerbaijan Grand Prix,Good in corners,Good in corners,0.04254947153828134,0.0028742496986649086,0.9523668031029291,0.0022094756601246514
STR,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9779474528131722,0.000602102144554747,0.0005115685434771014,0.020938876498795944
STR,Azerbaijan Grand Prix,Bad at both,Bad at both,0.7425126166026054,0.04277857893431778,0.0428867144291344,0.1718220900339424
BEA,Azerbaijan Grand Prix,Good in straights,Good in straights,1.3681977002673446e-12,1.4595668676059668e-12,5.160504144806258e-13,0.9999999999966562
HAM,Azerbaijan Grand Prix,Good at both,Good at both,3.1311984742324517e-11,0.9999913807046865,4.134204511491295e-06,4.48505949005172e-06
RUS,Azerbaijan Grand Prix,Good in straights,Good in straights,0.0006055076484588631,0.001805897870539883,0.0009371658469378223,0.9966514286340635
HAD,Azerbaijan Grand Prix,Good in corners,Good in corners,0.2953561567554781,0.00019809715380761923,0.7042845013510188,0.00016124473969530515
COL,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9999541191382763,9.178751507331333e-07,4.02108946817142e-05,4.75209189126303e-06
RUS,Azerbaijan Grand Prix,Good in corners,Good in corners,0.041836728070474026,0.24581486613839199,0.687897183806745,0.024451221984389076
BEA,Azerbaijan Grand Prix,Good at both,Good at both,0.008031679308896747,0.8920947441589436,0.019967399137218973,0.07990617739494069
LAW,Azerbaijan Grand Prix,Good in corners,Good in corners,1.8690745464705174e-09,1.0275884319006218e-09,0.999999673957343,3.2314599391060235e-07
STR,Azerbaijan Grand Prix,Good in corners,Good in corners,0.009751977575403406,0.02836560316358088,0.9596109599341113,0.002271459326904373
TSU,Azerbaijan Grand Prix,Good in corners,Good in corners,0.020042946264686667,0.2415743505835779,0.7219204786050887,0.01646222454664695
LAW,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9251602562216865,0.0007754337962353392,0.07196780112074162,0.002096508861336552
VER,Azerbaijan Grand Prix,Bad at both,Bad at both,0.8140784331448612,0.0011902097313613645,0.18090230546473632,0.003829051659041227
BEA,Azerbaijan Grand Prix,Bad at both,Bad at both,0.7127153814898366,0.014938310366113526,0.25249638554007936,0.019849922603970584
LEC,Azerbaijan Grand Prix,Bad at both,Good in straights,0.2520573398989272,0.2969815834169377,0.21257326499757123,0.23838781168656423
HAD,Azerbaijan Grand Prix,Good in corners,Good in corners,0.17830822975578972,0.00034522697435861367,0.8210885994835438,0.00025794378630787526
HUL,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9999990662271402,3.3335005148378406e-08,5.000176007781304e-08,8.504360947614722e-07
BOR,Azerbaijan Grand Prix,Bad at both,Bad at both,0.5340314228378955,0.009624462990961985,0.4466164493506361,0.009727664820506588
LAW,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9439079971750849,0.005012174756502109,0.04292174857964319,0.00815807948876983
NOR,Azerbaijan Grand Prix,Good at both,Good at both,1.6902416560121563e-07,0.9994085558997063,4.548790884713846e-05,0.000545787167280946
RUS,Azerbaijan Grand Prix,Bad at both,Bad at both,0.6154842176568311,0.001624874432682937,0.0008666092908606169,0.3820242986196256
HUL,Azerbaijan Grand Prix,Good at both,Good at both,0.008181732777497182,0.9265220074511427,0.012410653791344225,0.05288560598001594
SAI,Azerbaijan Grand Prix,Bad at both,Bad at both,0.5658792169771361,0.07895656676981336,0.09648033332958707,0.25868388292346334
STR,Azerbaijan Grand Prix,Bad at both,Good in straights,0.5288777858628357,0.008289797870372075,0.004440808810050193,0.4583916074567418
VER,Azerbaijan Grand Prix,Good at both,Good at both,3.236721312427746e-07,0.9991633421456732,0.0008298839359031168,6.4502462924323285e-06
VER,Azerbaijan Grand Prix,Bad at both,Good in corners,0.5973240467894405,0.0004018263554321939,0.400833319937717,0.0014408069174104427
ALO,Azerbaijan Grand Prix,Good in straights,Good in straights,8.382024994046279e-06,0.0037146119904619143,6.296327174256564e-05,0.9962140427128016
LAW,Azerbaijan Grand Prix,Bad at both,Bad at both,0.8084585037748593,0.00016158955780009893,0.19135372595457487,2.6180712765713903e-05
VER,Azerbaijan Grand Prix,Good at both,Good in corners,0.0001548758209099628,0.6730650647883132,0.32653075070398524,0.00024930868679176214
NOR,Azerbaijan Grand Prix,Good at both,Good in corners,0.010710242918179083,0.5281466144647202,0.44944799908582905,0.011695143531271475
ALO,Azerbaijan Grand Prix,Good in straights,Good in straights,0.007959041227831705,0.00045428879484450555,0.00012453142766401018,0.99146213854966
OCO,Azerbaijan Grand Prix,Good in straights,Good in straights,1.0770681045457142e-10,7.923156510106586e-11,3.579863839313562e-11,0.9999999997772631
GAS,Azerbaijan Grand Prix,Good in straights,Good in straights,0.012872650752182942,0.0006858821285271351,0.00015372574069230915,0.9862877413785975
BEA,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9999992750470384,3.3334475894692356e-08,5.000115581645076e-08,6.416173299452445e-07
HAM,Azerbaijan Grand Prix,Good at both,Good at both,7.975023998653645e-10,0.9999583364634222,3.858869541556277e-05,3.0740436598142043e-06
SAI,Azerbaijan Grand Prix,Good in corners,Good at both,0.03187680643036276,0.4047596572250164,0.518581455177102,0.044782081167519076
ALO,Azerbaijan Grand Prix,Good in straights,Good in straights,0.0027378813319024675,1.0959800166484746e-05,1.085383208140613e-05,0.9972403050358496
ANT,Azerbaijan Grand Prix,Good at both,Good at both,1.2129506519809231e-06,0.9983826701778536,1.599846811590323e-06,0.0016145170246825843
HUL,Azerbaijan Grand Prix,Good in straights,Good in straights,1.4458622774639326e-05,0.00395278334575114,9.236913728777931e-05,0.9959403888941866
HUL,Azerbaijan Grand Prix,Good in corners,Bad at both,0.41058728806452444,0.06654587312900158,0.49562820279358927,0.027238636012884825
TSU,Azerbaijan Grand Prix,Good in straights,Good in straights,0.25821968925989863,0.004767559174913515,0.00413640043554832,0.7328763511296399
BOR,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9559074592113643,0.0003755554008526817,0.000878540531258589,0.04283844485652436
STR,Azerbaijan Grand Prix,Good at both,Good at both,0.0024825648694546706,0.9615228815658765,0.012173295191481824,0.023821258373186945
SAI,Azerbaijan Grand Prix,Good at both,Good at both,0.005994147323999427,0.9278070196349212,0.018805768323241677,0.047393064717837816
VER,Azerbaijan Grand Prix,Good in corners,Good in corners,0.014782096256409605,0.0016987943451628308,0.9827799830723793,0.0007391263260483723
RUS,Azerbaijan Grand Prix,Good at both,Good at both,1.3194420131684068e-12,0.9999982646585006,1.0496445088988841e-07,1.630375729075489e-06
ALB,Azerbaijan Grand Prix,Good at both,Good at both,3.5260392439687034e-05,0.9911517018470927,0.00017300840886530635,0.008640029351602336
HAD,Azerbaijan Grand Prix,Good in corners,Good in corners,2.1195451637529792e-07,1.297781576386619e-07,0.999958818127404,4.0840139922017036e-05
BEA,Azerbaijan Grand Prix,Good at both,Good at both,0.00023026577756873003,0.749732426563361,0.0010429177410284283,0.2489943899180417
BOR,Azerbaijan Grand Prix,Good in straights,Good in straights,0.06820250611100699,0.000253635347762795,0.00040063919049308,0.9311432193507373
ALO,Azerbaijan Grand Prix,Good in straights,Good in straights,0.0016291167986935977,0.0029522112673235766,0.001407840676878424,0.9940108312571042
TSU,Azerbaijan Grand Prix,Good at both,Good at both,0.00031916175383835593,0.9728998231981859,0.026538140235394428,0.00024287481258138048
TSU,Azerbaijan Grand Prix,Good at both,Good at both,1.751270980683343e-05,0.9938742383030746,0.005821155254412267,0.00028709373270619106
RUS,Azerbaijan Grand Prix,Good in straights,Good at both,0.10062891946077979,0.3289298096443897,0.0430775597117467,0.5273637111830841
NOR,Azerbaijan Grand Prix,Good in straights,Good in straights,0.34299678811226786,0.017451402866907936,0.016161480137606488,0.623390328883218
STR,Azerbaijan Grand Prix,Good in straights,Good in straights,0.002106017192626173,0.0028409493963447597,0.00371128700498233,0.9913417464060468
LAW,Azerbaijan Grand Prix,Good in corners,Good in corners,1.605727980876238e-06,1.2662850443049683e-06,0.9998419830039832,0.00015514498299156132
COL,Azerbaijan Grand Prix,Good in corners,Good in corners,9.112963449566716e-09,7.884137315666662e-09,0.9999910801994671,8.902803432122087e-06
ANT,Azerbaijan Grand Prix,Good in straights,Good in straights,9.94873942324389e-07,1.7762173626563107e-06,6.310095985974798e-07,0.9999965978990965
STR,Azerbaijan Grand Prix,Good in straights,Good in straights,0.019126005171734368,0.021288293974728735,0.022753569145283654,0.9368321317082535
SAI,Azerbaijan Grand Prix,Bad at both,Bad at both,0.999450254780356,1.3416164409250115e-07,0.0005495589365050962,5.212149492222129e-08
LEC,Azerbaijan Grand Prix,Good at both,Good at both,1.3739537870224752e-06,0.998303367187199,8.725118560085162e-06,0.0016865337404536164
GAS,Azerbaijan Grand Prix,Good in straights,Good in straights,0.0831924482620602,0.004156079912900759,0.0009450133135374021,0.9117064585115018
SAI,Azerbaijan Grand Prix,Good in straights,Good in straights,0.19941270435175865,0.2966892860741331,0.1285919985311371,0.3753060110429711
ALO,Azerbaijan Grand Prix,Good at both,Good at both,0.00011598995209484707,0.8694200593228537,4.625306734019373e-05,0.1304176976577115
ALO,Azerbaijan Grand Prix,Good in straights,Bad at both,0.39959872818596814,0.10843697970068981,0.06138975813442782,0.4305745339789143
VER,Azerbaijan Grand Prix,Good in corners,Good in corners,0.0879226485418088,0.01591049807608573,0.8890316903753918,0.007135163006713434
BOR,Azerbaijan Grand Prix,Bad at both,Bad at both,0.9208984195880103,0.003721332408765789,0.06825342909356819,0.007126818909655767
ALO,Azerbaijan Grand Prix,Bad at both,Bad at both,0.8589282718286865,0.0006999208952721618,0.0007333819560365223,0.13963842532000498
VER,Italian Grand Prix,Bad at both,Bad at both,0.996083929357255,0.0006329348894903516,0.0031898116064059748,9.332414684874917e-05
LEC,Italian Grand Prix,Good in straights,Good in straights,2.1016503840286085e-05,0.006499786276851573,2.4628671347853285e-05,0.9934545685479604
RUS,Italian Grand Prix,Bad at both,Bad at both,0.9999879648400365,2.9239914151591983e-07,6.162836411961043e-08,1.1681132457898506e-05
LEC,Italian Grand Prix,Bad at both,Bad at both,0.4794868441241269,0.17522329627157868,0.08780486473581474,0.25748499486847976
ALB,Italian Grand Prix,Good in straights,Good in straights,0.0164629210965815,0.00046826439863647775,0.003329602645157271,0.9797392118596249
RUS,Italian Grand Prix,Good in straights,Good in straights,0.025272098659380605,0.0372635553719275,0.0294014193271513,0.9080629266415408
VER,Italian Grand Prix,Good in straights,Good in straights,3.504178001888267e-08,3.3500406303029815e-08,1.2522855192670942e-08,0.9999999189349585
BOR,Italian Grand Prix,Good in straights,Good in straights,3.6267774397598446e-06,0.001997772578200986,1.725286628876594e-05,0.9979813477780707
BOR,Italian Grand Prix,Good at both,Good at both,0.0008283752572436715,0.7884871140017485,0.0001332148902408867,0.210551295850767
STR,Italian Grand Prix,Good at both,Good at both,0.003064648181350933,0.6039373836854421,0.37958029967064355,0.013417668462563202
HAD,Italian Grand Prix,Bad at both,Bad at both,0.999732725760957,5.350110049398958e-05,6.162222309934113e-05,0.00015215091544969355
TSU,Italian Grand Prix,Good at both,Good at both,0.02487284431941662,0.9079067477228696,0.023404890255698165,0.04381551770201576
TSU,Italian Grand Prix,Good in straights,Good in straights,0.11932201708227679,0.011596092131108309,0.02156572775633636,0.8475161630302784
BEA,Italian Grand Prix,Good in straights,Good in straights,3.6829575697768444e-07,3.0681772739199505e-07,1.2554760095105234e-07,0.9999991993389147
ANT,Italian Grand Prix,Good in corners,Bad at both,0.4988085971499728,6.637491070425429e-05,0.5010911095060926,3.3918433230119066e-05
BOR,Italian Grand Prix,Good in straights,Good in straights,0.27379341782825467,0.07662980200527908,0.1320290965767419,0.5175476835897247
LEC,Italian Grand Prix,Good at both,Good at both,1.2046222497799837e-05,0.9964465351370128,0.00266255343890108,0.0008788652015881763
BEA,Italian Grand Prix,Good in straights,Good in straights,7.9478438321306e-12,9.796367237187927e-12,3.2956600264750974e-12,0.9999999999789602
COL,Italian Grand Prix,Good in corners,Good in corners,0.0020262833754426807,0.001275027878708409,0.9960971923442304,0.0006014964016185642
RUS,Italian Grand Prix,Bad at both,Bad at both,0.9994832214231734,8.136946835915857e-07,1.9325022511014066e-07,0.0005157716319179808
GAS,Italian Grand Prix,Good in corners,Good in corners,0.0014729158283204062,0.005359552278197022,0.9915729795897276,0.0015945523037548782
VER,Italian Grand Prix,Bad at both,Bad at both,0.884181810048881,0.0016830359395221342,0.0004687747266583961,0.1136663792849386
RUS,Italian Grand Prix,Bad at both,Bad at both,0.9862242015775624,0.0004535212542861301,0.00012035014135695321,0.013201927026794694
BOR,Italian Grand Prix,Good in straights,Good in straights,0.0002126117865934356,0.021634909871396116,2.1851603705837144e-06,0.97815029318164
ALB,Italian Grand Prix,Good at both,Good at both,0.004655071758683876,0.8828088492503232,0.0017566174451254983,0.11077946154586749
BOR,Italian Grand Prix,Good at both,Good at both,0.08411150512340232,0.48376440208480664,0.08556761522912117,0.34655647756266994
COL,Italian Grand Prix,Bad at both,Bad at both,0.8044238825384115,0.0012902669138980794,0.19391128372335448,0.000374566824335851
ANT,Italian Grand Prix,Good in straights,Good in straights,0.27628119685769276,0.04124725581367935,0.08577839105217368,0.5966931562764544
PIA,Italian Grand Prix,Bad at both,Bad at both,0.9673592799983567,0.001625010595713167,0.028748435486530097,0.0022672739193999934
COL,Italian Grand Prix,Bad at both,Bad at both,0.9999610956830066,9.74475596898784e-07,6.135826914555234e-08,3.786848312738482e-05
HAM,Italian Grand Prix,Good at both,Good at both,0.032045642729418844,0.6666263896500868,0.0635350986626695,0.23779286895782475
NOR,Italian Grand Prix,Good in straights,Good in straights,0.005455413585215356,0.1179529860040249,0.004425332046676151,0.8721662683640836
HAM,Italian Grand Prix,Good at both,Good at both,0.0038290422019802315,0.9825325659243341,0.002580227274361874,0.011058164599323963
TSU,Italian Grand Prix,Good at both,Good at both,1.811564571587197e-06,0.9983305655447497,0.0010098246512908323,0.0006577982393879084
VER,Italian Grand Prix,Bad at both,Bad at both,0.9999783700851904,3.450968257409821e-06,1.5754779692492365e-05,2.4241668596895917e-06
GAS,Italian Grand Prix,Bad at both,Bad at both,0.8313710002854071,0.00036085392961836407,0.16813605287371264,0.0001320929112619582
HAM,Italian Grand Prix,Good at both,Good at both,0.0020840272595776385,0.9795547498414369,0.010033906919331186,0.008327315979654472
STR,Italian Grand Prix,Good in corners,Good in corners,0.004004261507324572,0.07137835483773264,0.9196346642155745,0.004982719439367893
NOR,Italian Grand Prix,Good in straights,Good in straights,0.005083351398980241,0.025699569599573,0.005282776939284851,0.9639343020621617
HAM,Italian Grand Prix,Good at both,Good at both,1.670767810610837e-06,0.9981050155918879,7.692939649942211e-06,0.0018856207006515547
LEC,Italian Grand Prix,Good in corners,Good in corners,0.006251106963784376,0.24645066641679156,0.724295944023701,0.023002282595722925
SAI,Italian Grand Prix,Good in corners,Good in corners,0.0005767380692662379,0.035305779961245454,0.9639061700060524,0.00021131196343585044
GAS,Italian Grand Prix,Good in corners,Good in corners,0.009698118600342129,0.14216411028970374,0.8428694832455718,0.005268287864382086
VER,Italian Grand Prix,Good in straights,Good in straights,2.954905557334083e-09,1.8003294634822707e-09,9.781356384311474e-10,0.9999999942666293
RUS,Italian Grand Prix,Bad at both,Bad at both,0.9966104284143696,8.700675783107574e-05,0.003284892086034487,1.7672741764722727e-05
BOR,Italian Grand Prix,Good at both,Good at both,5.56232096327399e-08,0.9996545060833985,1.0955569272482968e-07,0.0003453287376991933
RUS,Italian Grand Prix,Good at both,Good at both,0.02656755194913337,0.8150961117747331,0.0892065827857132,0.06912975349042037
SAI,Italian Grand Prix,Good at both,Good at both,0.0282184238606988,0.6411527362048083,0.03166045306329421,0.2989683868711984
COL,Italian Grand Prix,Good in corners,Good in corners,2.6917237779135416e-08,1.5537564063921166e-08,0.9999860439963512,1.3913548846930398e-05
STR,Italian Grand Prix,Good in straights,Good in straights,0.09476807353398328,0.00688023803154161,0.009074328512655973,0.8892773599218191
PIA,Italian Grand Prix,Good in straights,Good in straights,0.025547133003537052,0.02982497786829342,0.013340363591073906,0.9312875255370958
PIA,Italian Grand Prix,Bad at both,Bad at both,0.7771023408397135,0.0007173280755411002,0.221904674636747,0.00027565644799836333
COL,Italian Grand Prix,Good in corners,Good in corners,1.4854752144531836e-09,1.3505108182989025e-09,0.9999930663576458,6.930806368007997e-06
BOR,Italian Grand Prix,Good in straights,Good in straights,4.402391321527319e-06,0.002947120890303276,2.573300236014717e-06,0.9970459034181395
PIA,Italian Grand Prix,Good in corners,Good in corners,1.6464472713664403e-08,1.1545496979639154e-08,0.9999654721944321,3.44997955981603e-05
COL,Italian Grand Prix,Bad at both,Bad at both,0.9998509324591995,5.06008148790686e-07,6.6863921055415e-08,0.00014849466873057256
PIA,Italian Grand Prix,Bad at both,Bad at both,0.9112127214015918,0.00014376165207600344,1.181862936901875e-05,0.08863169831696305
VER,Italian Grand Prix,Good in straights,Bad at both,0.46655660769649576,0.03560126287326799,0.0607038063172748,0.4371383231129614
HAM,Italian Grand Prix,Good at both,Good at both,0.0008358636194717169,0.931486611264743,0.00033900301046300773,0.06733852210532218
ALB,Italian Grand Prix,Good at both,Good at both,0.0004981296000288283,0.9671434923081614,0.02723277803068047,0.005125600061129165
RUS,Italian Grand Prix,Bad at both,Bad at both,0.9486053107002953,0.00905800870031343,0.028729071865034702,0.013607608734356805
VER,Italian Grand Prix,Bad at both,Bad at both,0.9903458655938856,0.0009593955106410234,0.0010233015868142963,0.007671437308659172
COL,Italian Grand Prix,Good in corners,Good in corners,0.005933020202379237,0.45131755703962984,0.5362999308781974,0.006449491879793536
